SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-43;23/10/2025;INVERSIONES S&S de R.L;33108;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;274572;274572;0;0;85.67;0;9;9;0;771.03; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;23/10/2025;INVERSIONES S&S de R.L;7711;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;440863;440863;0;0;85.67;0;15;14.8;-0.2;1267.916; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;7710;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;127955;127955;0;0;85.67;0;15;4.8;-10.2;411.216; 1/2;EXCESO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33093;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;185907;185907;0;0;85.67;0;28;28;0;2398.76;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33094;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;183462;183462;0;0;85.67;0;26;26;0;2227.42; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33092;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;268055;268055;0;0;85.67;0;25;18.4;-6.6;1576.328;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33082;DESPACHOS;P-16;KIA P-16;JAX-8299;5541;5541;0;0;85.67;0;10;9.8;-0.2;839.566; 1/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33081;DESPACHOS;P-09;KIA K2700 PROYECTOS;JAI-8475;52561;52561;0;0;85.67;0;6;4.8;-1.2;411.216;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33091;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;101488;101488;0;0;85.67;0;14;14;0;1199.38; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33089;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;302563;302563;0;0;85.67;0;9;7.6;-1.4;651.092; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33088;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;329060;329060;0;0;85.67;0;9;9;0;771.03; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33087;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;274242;274242;0;0;85.67;0;11;11;0;942.37; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33085;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;352076;352076;0;0;85.67;0;11;10;-1;856.7; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;33084;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;132577;132577;0;0;85.67;0;14;13.5;-0.5;1156.545; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;22/10/2025;INVERSIONES S&S de R.L;7708;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;440372;440372;0;0;85.67;0;14;12.3;-1.7;1053.741; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;7704;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;413957;413957;0;0;85.67;0;35;35;0;2998.45;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33072;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;127945;127945;0;0;85.67;0;57;57;0;4883.19;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33071;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;185083;185083;0;0;85.67;0;35;35;0;2998.45;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33070;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;270453;270453;0;0;85.67;0;15;13.1;-1.9;1122.277;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33069;MANTENIMIENTO;P-16;KIA P-16;JAX-8299;5226;5226;0;0;85.67;0;10;5;-5;428.35;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33068;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;100857;100857;0;0;85.67;0;6;6;0;514.02;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33067;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;302256;302256;0;0;85.67;0;9;7.6;-1.4;651.092;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33066;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;328732;328732;0;0;85.67;0;13;13;0;1113.71;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33065;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;273868;273868;0;0;85.67;0;14;14;0;1199.38;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33064;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;351624;351624;0;0;85.67;0;9;8.5;-0.5;728.195;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33059;RECLUTAMIENTO;21;TOYOTA HIACE ;HDA-0865;132153;132153;0;0;85.67;0;6;6;0;514.02;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;21/10/2025;INVERSIONES S&S de R.L;33062;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;439740;439740;0;0;85.67;0;13;13;0;1113.71;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33045;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;267329;267329;0;0;85.67;0;22;22;0;1884.74;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33048;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;302035;302035;0;0;85.67;0;10;10;0;856.7;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33049;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;328257;328257;0;0;85.67;0;14;14;0;1199.38; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33047;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;100719;100719;0;0;85.67;0;14;14;0;1199.38; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33050;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;273469;273469;0;0;85.67;0;6;6;0;514.02;2/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33052;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;438908;438908;0;0;85.67;0;14;11.7;-2.3;1002.339;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33051;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;351291;351291;0;0;85.67;0;11;10.5;-0.5;899.535;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33054;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;182490;182490;0;0;85.67;0;32;29.1;-2.9;2492.997; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;20/10/2025;INVERSIONES S&S de R.L;33055;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;413451;413451;0;0;85.67;0;45;45;0;3855.15; 1/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33028;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;184199;184199;0;0;86.43;0;25;25;0;2160.75; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33027;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;181802;181802;0;0;86.43;0;32;26.6;-5.4;2299.038; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33029;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;267039;267039;0;0;86.43;0;37;37;0;3197.91; 1/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33030;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;270446;270446;0;0;86.43;0;10;10;0;864.3;3/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33024;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;301646;301646;0;0;86.43;0;14;12.6;-1.4;1089.018; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33025;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;327566;327566;0;0;86.43;0;14;12.7;-1.3;1097.661; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;7703;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;273268;273268;0;0;86.43;0;14;11.9;-2.1;1028.517; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33026;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;350840;350840;0;0;86.43;0;10;5.6;-4.4;484.008; 3/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33031;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;438208;438208;0;0;86.43;0;12;11;-1;950.73;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-43;19/10/2025;INVERSIONES S&S de R.L;33042;DESPACHOS;17;TOYOTA HIACE ;HAY-2411;335619;335619;0;0;86.43;0;9;9;0;777.87;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32946;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;412783;412783;0;0;86.43;0;50;50;0;4321.5;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32947;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;127255;127255;0;0;86.43;0;52;52;0;4494.36;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32945;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;181334;181334;0;0;86.43;0;28;28;0;2420.04;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;8600;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;266132;266132;0;0;86.43;0;25;25;0;2160.75; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32944;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;269964;269964;0;0;86.43;0;15;12.9;-2.1;1114.947; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32948;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;300843;300843;0;0;86.43;0;14;13.4;-0.6;1158.162; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32949;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;327006;327006;0;0;86.43;0;11;11;0;950.73; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;32950;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;272580;272580;0;0;86.43;0;14;12.7;-1.3;1097.661; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;33001;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;350681;350681;0;0;86.43;0;7;7;0;605.01; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;18/10/2025;INVERSIONES S&S de R.L;7701;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;437837;437837;0;0;86.43;0;15;13.3;-1.7;1149.519; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32925;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;183467;183467;0;0;86.43;0;25;25;0;2160.75; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32927;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;180610;180610;0;0;86.43;0;30;30;0;2592.9; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;8599;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;265609;265609;0;0;86.43;0;30;30;0;2592.9; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32928;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;269675;269675;0;0;86.43;0;27;22;-5;1901.46;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32924;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;300373;300373;0;0;86.43;0;6;6;0;518.58; 3/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;8598;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;326620;326620;0;0;86.43;0;11;11;0;950.73; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;8597;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;272109;272109;0;0;86.43;0;11;10.9;-0.1;942.087;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32922;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;350377;350377;0;0;86.43;0;14;14;0;1210.02; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;17/10/2025;INVERSIONES S&S de R.L;32921;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;437266;437266;0;0;86.43;0;14;13.1;-0.9;1132.233; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32905;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;412081;412081;0;0;86.43;0;35;35;0;3025.05; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32906;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;126574;126574;0;0;86.43;0;48;48;0;4148.64;1/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32907;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;180060;180060;0;0;86.43;0;30;29.3;-0.7;2532.399;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32908;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;264959;264959;0;0;86.43;0;25;25;0;2160.75; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;8594;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;268848;268848;0;0;86.43;0;30;30;0;2592.9; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;8596;DESPACHOS;P-13;KIA K700 MANTENIMIENTO;ene-03;45119;0;45119;3899635.17;86.43;3899635.17;10;8.7;-1.3;751.941; 1/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32909;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;300171;300171;0;0;86.43;0;13;13;0;1123.59; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32910;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;326190;326190;0;0;86.43;0;11;11;0;950.73; 1/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32912;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;271660;271660;0;0;86.43;0;9;9;0;777.87; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;32911;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;32911;32911;0;0;86.43;0;6;6;0;518.58;2/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;16/10/2025;INVERSIONES S&S de R.L;8595;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;435790;435790;0;0;86.43;0;14;14;0;1210.02; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32999;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;182500;182500;0;0;86.43;0;25;25;0;2160.75; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32998;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;979372;979372;0;0;86.43;0;38;33.4;-4.6;2886.762; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32997;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;268374;268374;0;0;86.43;0;25;25;0;2160.75;2/4 M;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32996;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;264435;264435;0;0;86.43;0;20;20;0;1728.6; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32995;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;100221;100221;0;0;86.43;0;13;10.8;-2.2;933.444;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;8591;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;299702;299702;0;0;86.43;0;15;14.2;-0.8;1227.306; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32994;DESPACHOS;9;TOYOTA HIACE ;HBT-4796;271291;271291;0;0;86.43;0;9;7.2;-1.8;622.296;2/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32993;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;349554;349554;0;0;86.43;0;10;10;0;864.3;1/4 M;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;32992;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;438958;438958;0;0;86.43;0;14;14;0;1210.02; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;15/10/2025;INVERSIONES S&S de R.L;8590;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;436065;436065;0;0;86.43;0;9;9;0;777.87; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
SEMANA-42;14/10/2025;INVERSIONES S&S de R.L;32977;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;325794;325794;0;0;86.43;0;15;15;0;1296.45; 1/2;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;OCTUBRE;2025
SEMANA-42;14/10/2025;INVERSIONES S&S de R.L;32980;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;182133;182133;0;0;86.43;0;20;20;0;1728.6; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;OCTUBRE;2025
SEMANA-42;13/10/2025;INVERSIONES S&S de R.L;32962;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;181722;181722;0;0;86.43;0;26;26;0;2247.18; 1/2;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;OCTUBRE;2025
