SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30903;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;156145;156145;0;L0.00;L82.70;L0.00;58;58;0;4796.6;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30901;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;294530;294530;0;L0.00;L82.70;L0.00;35;35;0;2894.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30900;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;138829;138829;0;L0.00;L82.70;L0.00;14;14;0;1157.8;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30899;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;341659;341659;0;L0.00;L82.70;L0.00;10;7.8;-2.2;645.06;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30898;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;368677;368677;0;L0.00;L82.70;L0.00;4;4;0;330.8;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;8736;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;309108;309108;0;L0.00;L82.70;L0.00;9;9;0;744.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;8735;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;387251;387251;0;L0.00;L82.70;L0.00;2;2;0;165.4;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30906;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;458046;458046;0;L0.00;L82.70;L0.00;12;10.6;-1.4;876.62;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;03/02/2026;INVERSIONES S&S de R.L;30897;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;478319;478319;0;L0.00;L82.70;L0.00;14;13.5;-0.5;1116.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30873;DESPACHOS;P-10;KIA K2700 MANTENIMIENTO;JAI-8478;60386;60386;0;L0.00;L81.84;L0.00;11;6.6;-4.4;540.144;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30878;DESPACHOS;14;TOYOTA HIACE ;HAB-4626;453050;453050;0;L0.00;L81.84;L0.00;12;11.5;-0.5;941.16;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30877;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;293639;293639;0;L0.00;L81.84;L0.00;20;20;0;1636.8;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30876;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;137751;137751;0;L0.00;L81.84;L0.00;7;7;0;572.88;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;8733;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;126712;126712;0;L0.00;L81.84;L0.00;14;11.4;-2.6;932.976;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30875;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;341368;341368;0;L0.00;L81.84;L0.00;14;11.3;-2.7;924.792;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;8732;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;368481;368481;0;L0.00;L81.84;L0.00;11;11;0;909.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;30874;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;308546;308546;0;L0.00;L81.84;L0.00;5;4.2;-0.8;347.34;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;8731;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;386793;386793;0;L0.00;L81.84;L0.00;15;14.5;-0.5;1199.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-6;01/02/2026;INVERSIONES S&S de R.L;8730;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;477750;477750;0;L0.00;L81.84;L0.00;14;13.8;-0.2;1141.26;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;FEBRERO;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;11961;DESPACHOS;16;TOYOTA HIACE ;HAE-6278;422704;422704;0;L0.00;L136.43;L0.00;8;8;0;1091.44;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;11954;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;327044;327044;0;L0.00;L136.43;L0.00;30;15.5;-14.5;2114.665;1    ;EXCESO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;9051;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;135303;135303;0;L0.00;L136.43;L0.00;11;11;0;1500.73;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;11955;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;160367;160367;0;L0.00;L136.43;L0.00;15;15;0;2046.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;9052;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;392102;392102;0;L0.00;L136.43;L0.00;7;7;0;955.01;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;9053;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;330798;330798;0;L0.00;L136.43;L0.00;14;14;0;1910.02;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;11957;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;407613;407613;0;L0.00;L136.43;L0.00;15;14.2;-0.8;1937.306;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;11958;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;474769;474769;0;L0.00;L136.43;L0.00;6;6;0;818.58;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;29/04/2026;INVERSIONES S&S de R.L;9055;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;502351;502351;0;L0.00;L136.43;L0.00;7;7;0;955.01;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11951;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;244656;244656;0;L0.00;L136.43;L0.00;15;15;0;2046.45;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11240;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;251598;251598;0;L0.00;L136.43;L0.00;30;30;0;4092.9;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11241;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;N/A;N/A;;;L136.43;;30;21.8;-8.2;2974.174;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;8994;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;135003;135003;0;L0.00;L136.43;L0.00;3;3;0;409.29;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11242;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;159808;159808;0;L0.00;L136.43;L0.00;13;13;0;1773.59;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11243;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;362540;362540;0;L0.00;L136.43;L0.00;14;13;-1;1773.59;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;8996;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;330318;330318;0;L0.00;L136.43;L0.00;14;13.8;-0.2;1882.734;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11246;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;407149;407149;0;L0.00;L136.43;L0.00;15;14.1;-0.9;1923.663;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;11247;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;474444;474444;0;L0.00;L136.43;L0.00;13;13;0;1773.59;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;8997;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;502147;502147;0;L0.00;L136.43;L0.00;5;3.2;-1.8;436.576;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;28/04/2026;INVERSIONES S&S de R.L;8998;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;391798;391798;0;L0.00;L136.43;L0.00;5;5;0;682.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11226;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;456860;456860;0;L0.00;L136.43;L0.00;55;55;0;7503.65;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;8990;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;178772;178772;0;L0.00;L136.43;L0.00;55;52.4;-2.6;7148.932;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11228;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;250875;250875;0;L0.00;L136.43;L0.00;8;8;0;1091.44;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11229;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;326160;326160;0;L0.00;L136.43;L0.00;8;3.4;-4.6;463.862;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11230;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;313271;313271;0;L0.00;L136.43;L0.00;35;35;0;4775.05;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11231;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;159365;159365;0;L0.00;L136.43;L0.00;2;2;0;272.86;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11232;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;362051;362051;0;L0.00;L136.43;L0.00;5;4.1;-0.9;559.363;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;8991;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;391612;391612;0;L0.00;L136.43;L0.00;9;9;0;1227.87;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;8992;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;329808;329808;0;L0.00;L136.43;L0.00;7;6;-1;818.58;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;11233;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;473953;473953;0;L0.00;L136.43;L0.00;3;3;0;409.29;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;27/04/2026;INVERSIONES S&S de R.L;8993;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;502073;502073;0;L0.00;L136.43;L0.00;14;13.4;-0.6;1828.162;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;8989;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;473836;473836;0;L0.00;L135.45;L0.00;14;13.8;-0.2;1869.21;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11222;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;466675;466675;0;L0.00;L135.45;L0.00;9;9;0;1219.05;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11220;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;329616;329616;0;L0.00;L135.45;L0.00;14;12.8;-1.2;1733.76;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11219;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;391264;391264;0;L0.00;L135.45;L0.00;14;14;0;1896.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11218;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;361915;361915;0;L0.00;L135.45;L0.00;15;15;0;2031.75;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;8988;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;159297;159297;0;L0.00;L135.45;L0.00;3;3;0;406.35;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;8987;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;134917;134917;0;L0.00;L135.45;L0.00;9;7.9;-1.1;1070.055;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11217;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;312772;312772;0;L0.00;L135.45;L0.00;5;5;0;677.25;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11216;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;326159;326159;0;L0.00;L135.45;L0.00;30;26.5;-3.5;3589.425;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;11215;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;250874;250874;0;L0.00;L135.45;L0.00;30;30;0;4063.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-18;26/04/2026;INVERSIONES S&S de R.L;8986;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;178135;178135;0;L0.00;L135.45;L0.00;5;5;0;677.25;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11208;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;501641;501641;0;L0.00;L135.45;L0.00;6;6;0;812.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11207;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;473356;473356;0;L0.00;L135.45;L0.00;13;13;0;1760.85;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11206;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;329142;329142;0;L0.00;L135.45;L0.00;11;11;0;1489.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11205;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;390797;390797;0;L0.00;L135.45;L0.00;2;2;0;270.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11204;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;159205;159205;0;L0.00;L135.45;L0.00;15;15;0;2031.75;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11203;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;250165;250165;0;L0.00;L135.45;L0.00;35;35;0;4740.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;11202;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;325516;325516;0;L0.00;L135.45;L0.00;7;5.7;-1.3;772.065;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;8984;DESPACHOS;P-13;KIA K700 MANTENIMIENTO;ene-03;75192;59692;15500;L2,099,475.00;L135.45;L2,099,475.00;16;10.8;-5.2;1462.86;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;25/04/2026;INVERSIONES S&S de R.L;8985;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;213178;213178;0;L0.00;L135.45;L0.00;12;12;0;1625.4;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8983;DESPACHOS;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;2126393;2126393;0;L0.00;L135.45;L0.00;13;13;0;1760.85;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11193;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;501420;501420;0;L0.00;L135.45;L0.00;14;13.2;-0.8;1787.94;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11192;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;472877;472877;0;L0.00;L135.45;L0.00;5;5;0;677.25;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11190;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;2106378;2106378;0;L0.00;L135.45;L0.00;3;2.8;-0.2;379.26;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8980;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;328690;328690;0;L0.00;L135.45;L0.00;8;2.8;-5.2;379.26;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8979;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;390726;390726;0;L0.00;L135.45;L0.00;11;11;0;1489.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11189;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;361084;361084;0;L0.00;L135.45;L0.00;14;14;0;1896.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8978;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;158646;158646;0;L0.00;L135.45;L0.00;9;3.8;-5.2;514.71;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11188;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;134751;134751;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11187;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;312092;312092;0;L0.00;L135.45;L0.00;30;13.2;-16.8;1787.94;1    ;EXCESO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11186;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;325459;325459;0;L0.00;L135.45;L0.00;30;24.4;-5.6;3304.98;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;11184;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;455737;455737;0;L0.00;L135.45;L0.00;60;57.7;-2.3;7815.465;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8977;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;178124;178124;0;L0.00;L135.45;L0.00;60;60;0;8127;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;24/04/2026;INVERSIONES S&S de R.L;8982;DESPACHOS;P-13;KIA K700 MANTENIMIENTO;ene-03;74906;59692;15214;L2,060,736.30;L135.45;L2,060,736.30;9;8.7;-0.3;1178.415;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;ELVIS ZELAYA;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11175;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;360600;360600;0;L0.00;L135.45;L0.00;5;3.8;-1.2;514.71;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
SEMANA-17;23/04/2026;INVERSIONES S&S de R.L;11174;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;500941;500941;0;L0.00;L135.45;L0.00;7;7;0;948.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;JOSUE ENAMORADO;ABRIL;2026
